suite_name,model_name,base_parameters,result_type,result_parameter,mean_value,std_value,cv_value,prompt_mode,n_prompt,n_gen
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 168, ""n_gen"": 32}",tg,32,31.38,0.01,0.03186743148502231,pf_file,168,32
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 96, ""n_gen"": 40}",tg,40,31.36,0.05,0.15943877551020408,pf_file,96,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 104, ""n_gen"": 40}",tg,40,31.19,0.01,0.032061558191728116,pf_file,104,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 112, ""n_gen"": 40}",tg,40,31.14,0.03,0.09633911368015415,pf_file,112,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 120, ""n_gen"": 40}",tg,40,31.4,0.02,0.06369426751592358,pf_file,120,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 128, ""n_gen"": 40}",tg,40,31.02,0.01,0.032237266279819474,pf_file,128,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 136, ""n_gen"": 40}",tg,40,31.26,0.01,0.03198976327575176,pf_file,136,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 144, ""n_gen"": 40}",tg,40,31.17,0.01,0.03208213025344883,pf_file,144,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 152, ""n_gen"": 40}",tg,40,31.21,0.07,0.22428708747196413,pf_file,152,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 160, ""n_gen"": 40}",tg,40,31.36,0.03,0.09566326530612244,pf_file,160,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 168, ""n_gen"": 40}",tg,40,31.33,0.01,0.031918289179699966,pf_file,168,40
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 96, ""n_gen"": 48}",tg,48,30.98,0.01,0.03227888960619754,pf_file,96,48
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 104, ""n_gen"": 48}",tg,48,31.22,0.01,0.03203074951953876,pf_file,104,48
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 112, ""n_gen"": 48}",tg,48,31.23,0.05,0.16010246557796992,pf_file,112,48
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 120, ""n_gen"": 48}",tg,48,31.13,0.02,0.064246707356248,pf_file,120,48
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 128, ""n_gen"": 48}",tg,48,31.22,0.1,0.3203074951953876,pf_file,128,48
pn_grid_pf_file,hunyuan_05b,"{""threads"": 1, ""precision"": 2, ""kv_cache"": ""false"", ""mmap"": ""0"", ""dynamicOption"": 0, ""prompt_file"": ""/home/phyer/mnn-tst/mnn_llm_benchmark/test_prompt.txt"", ""n_prompt"": 136, ""n_gen"": 48}",tg,48,31.3,0.01,0.03194888178913738,pf_file,136,48
