suite_name,model_name,base_parameters,result_type,result_parameter,mean_value,std_value,cv_value,mmap,n_prompt,n_gen
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 32}",tg,32,43.15,0.2,0.4634994206257243,0,256,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 32}",tg,32,42.97,0.1,0.2327205026762858,0,320,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 32}",tg,32,42.93,0.19,0.4425809457255998,0,384,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 32}",tg,32,42.21,0.3,0.7107320540156361,0,448,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 32}",tg,32,42.56,0.04,0.09398496240601503,0,512,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 32}",tg,32,42.16,0.44,1.0436432637571158,0,576,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 32}",tg,32,42.59,0.3,0.7043907020427329,0,640,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 32}",tg,32,42.06,0.03,0.07132667617689015,0,704,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 32}",tg,32,43.28,0.09,0.20794824399260628,0,768,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 32}",tg,32,42.95,0.04,0.09313154831199069,0,832,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 32}",tg,32,43.18,0.09,0.20842982862436313,0,896,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 32}",tg,32,42.13,0.08,0.18988844054118204,0,960,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 32}",tg,32,43.22,0.03,0.06941230911614993,0,1024,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 32}",tg,32,42.96,0.08,0.186219739292365,1,64,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 32}",tg,32,43.5,0.37,0.8505747126436782,1,128,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 32}",tg,32,43.07,0.11,0.2553981889946598,1,192,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 32}",tg,32,43.72,0.05,0.11436413540713633,1,256,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 32}",tg,32,43.94,0.1,0.22758306781975424,1,320,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 32}",tg,32,43.71,0.09,0.20590253946465337,1,384,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 32}",tg,32,43.62,0.12,0.2751031636863824,1,448,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 32}",tg,32,43.85,0.29,0.661345496009122,1,512,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 32}",tg,32,44.12,0.09,0.20398912058023572,1,576,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 32}",tg,32,43.02,0.14,0.3254300325430033,1,640,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 32}",tg,32,43.42,0.04,0.09212344541685859,1,704,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 32}",tg,32,44.19,0.08,0.18103643358225843,1,768,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 32}",tg,32,43.94,0.07,0.15930814747382796,1,832,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 32}",tg,32,43.89,0.07,0.15948963317384374,1,896,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 32}",tg,32,44.01,0.04,0.09088843444671665,1,960,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 32}",tg,32,44.06,0.09,0.20426690876078074,1,1024,32
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 64}",tg,64,42.08,0.26,0.6178707224334602,0,64,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 64}",tg,64,42.45,0.07,0.16489988221436985,0,128,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 64}",tg,64,42.74,0.16,0.37435657463734207,0,192,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 64}",tg,64,42.72,0.05,0.11704119850187267,0,256,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 64}",tg,64,42.17,0.01,0.023713540431586435,0,320,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 64}",tg,64,42.68,0.12,0.28116213683223995,0,384,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 64}",tg,64,41.74,0.03,0.07187350263536176,0,448,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 64}",tg,64,42.36,0.13,0.30689329556185085,0,512,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 64}",tg,64,42.58,0.5,1.17426021606388,0,576,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 64}",tg,64,42.73,0.04,0.09361104610344022,0,640,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 64}",tg,64,41.8,0.04,0.09569377990430623,0,704,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 64}",tg,64,42.77,0.08,0.18704699555763385,0,768,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 64}",tg,64,42.83,0.11,0.25682932523931823,0,832,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 64}",tg,64,42.39,0.2,0.4718093890068413,0,896,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 64}",tg,64,42.62,0.05,0.11731581417175037,0,960,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 64}",tg,64,43.02,0.04,0.09298000929800093,0,1024,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 64}",tg,64,42.83,0.14,0.32687368666822325,1,64,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 64}",tg,64,42.5,0.18,0.4235294117647058,1,128,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 64}",tg,64,42.78,0.24,0.5610098176718092,1,192,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 64}",tg,64,43.99,0.04,0.09092975676290066,1,256,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 64}",tg,64,44.21,0.06,0.13571590137977832,1,320,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 64}",tg,64,43.65,0.12,0.274914089347079,1,384,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 64}",tg,64,42.5,0.08,0.18823529411764706,1,448,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 64}",tg,64,43.78,0.12,0.2740977615349474,1,512,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 64}",tg,64,43.24,0.07,0.16188714153561518,1,576,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 64}",tg,64,43.17,0.38,0.8802409080379893,1,640,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 64}",tg,64,43.78,0.27,0.6167199634536319,1,704,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 64}",tg,64,43.5,0.13,0.2988505747126437,1,768,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 64}",tg,64,43.87,0.03,0.06838386140870754,1,832,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 64}",tg,64,42.74,0.06,0.14038371548900327,1,896,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 64}",tg,64,43.9,0.08,0.18223234624145787,1,960,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 64}",tg,64,43.04,0.31,0.7202602230483272,1,1024,64
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 96}",tg,96,41.65,0.07,0.16806722689075634,0,64,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 96}",tg,96,41.88,0.09,0.21489971346704867,0,128,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 96}",tg,96,41.81,0.06,0.1435063381966037,0,192,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 96}",tg,96,42.06,0.03,0.07132667617689015,0,256,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 96}",tg,96,41.74,0.07,0.1677048394825108,0,320,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 96}",tg,96,42.18,0.12,0.28449502133712656,0,384,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 96}",tg,96,41.73,0.04,0.0958543014617781,0,448,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 96}",tg,96,42.01,0.05,0.11901928112354203,0,512,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 96}",tg,96,41.71,0.08,0.1918005274514505,0,576,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 96}",tg,96,41.99,0.2,0.4763038818766373,0,640,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 96}",tg,96,41.23,0.08,0.19403347077370847,0,704,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 96}",tg,96,41.99,0.14,0.33341271731364613,0,768,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 96}",tg,96,41.95,0.2,0.47675804529201427,0,832,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 96}",tg,96,42.29,0.04,0.09458500827618822,0,896,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 96}",tg,96,41.61,0.03,0.07209805335255948,0,960,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 96}",tg,96,42.37,0.08,0.18881283927307058,0,1024,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 96}",tg,96,42.7,0.07,0.16393442622950818,1,64,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 96}",tg,96,41.5,0.06,0.14457831325301204,1,128,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 96}",tg,96,42.73,0.09,0.21062485373274045,1,192,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 96}",tg,96,42.5,0.06,0.1411764705882353,1,256,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 96}",tg,96,41.36,0.07,0.16924564796905225,1,320,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 96}",tg,96,41.22,0.31,0.7520621057738962,1,384,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 96}",tg,96,42.81,0.05,0.116795141322121,1,448,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 96}",tg,96,42.75,0.03,0.07017543859649122,1,512,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 96}",tg,96,41.7,0.36,0.8633093525179856,1,576,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 96}",tg,96,42.75,0.02,0.046783625730994156,1,640,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 96}",tg,96,41.5,0.06,0.14457831325301204,1,704,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 96}",tg,96,42.78,0.08,0.18700327255726976,1,768,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 96}",tg,96,42.6,0.09,0.21126760563380279,1,832,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 96}",tg,96,42.96,0.06,0.13966480446927373,1,896,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 96}",tg,96,42.31,0.29,0.685417159064051,1,960,96
pn_sweep_step-p64-n32_mmp01,smolvlm2_256m,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 96}",tg,96,42.42,0.22,0.5186232909005186,1,1024,96
