result_type,model,performance_diff,performance_diff_pct,cv_diff,data_points_diff
pp,qwen2_5_0_5b,0.08687500000000625,0.11006479173802206,0.024627457322416474,0
pp,smolvlm2_256m,0.3389062500000364,0.19147499304812768,0.07496168994150082,0
tg,qwen2_5_0_5b,0.5292187500000018,1.8905628150240363,0.014251059034504077,0
tg,smolvlm2_256m,0.8110937499999977,1.924752592724422,0.05741366868696046,0
